41,2,右側の病院区画のニュースです！ 病院の周辺環境も非常によくなりました！都市の健康も保たれいます,9,健康が気になるおじいさん,病院が近いのは助かるわい,char_3.png,20,19,14,8
42,2,左側の図書館区画のニュースです！ 図書館の完成まであと少し。ちなみに明治期は「ずしょかん」という呼び名だったらしいですよ,10,,,,22,21,14,9
43,2,奥の公園区画のニュースです！ 公園にベンチが置かれました！家族連れで楽しめるようになりましたね！,11,,,,25,23,17,12
44,2,奥の公園区画のニュースです！ ついに緑たくさんの公園が完成しました！街の緑が増えました！街の子供たちが喜んでいます！,12,外で遊ぶのが好きな女の子,公園を作ってくれてありがとう！,char_0.png,29,25,19,16
45,2,左側の図書館区画のニュースです！ 図書館が完成しました！住民たちは大喜びです,13,,,,32,28,21,20
46,2,左側の図書館区画のニュースです！ 図書館の周りも自然豊かになりました。調べものが大好きな男性も大満足のようです,14,調べものが大好きな男性,本は私にとって人生そのものです,char_2.png,36,31,25,25
47,2,手前の郵便局区画のニュースです！ 郵便局がOPENしました！最初のお客さんはお子さんの口座を作りにきたお母さんだったらしいです,15,お子さんの口座を作りにきたお母さん,やっぱり子供の時からお金の管理は重要よ（ギラギラ）,char_4.png,40,34,29,30
48,3,手前の住宅エリア区画のニュースです！ 新たな住宅が建設開始とのことです,0,,,,1,1,0,0
49,3,手前の住宅エリア区画のニュースです！ 早くもファミリーが現地見学会に参加しているようです,1,,,,3,3,2,0
50,3,奥の学校区画のニュースです！ 学校の建設が始まりました,2,,,,4,4,2,0
51,3,左側の運動場区画のニュースです！ バスケットコートの工事が始まりました！ちなみに、最初期のバスケではゴールとして文字通り木製のカゴを使っていたとか。,3,,,,5,4,2,0
52,3,左側の運動場区画のニュースです！ コートの舗装が終わったようです！これで雨の日もぐちゃぐちゃにならずに遊べますね,4,,,,7,5,2,1
53,3,左側の運動場区画のニュースです！ バスケットコートが完成しました！子供たちが集まり始めたようです！,5,,,,10,8,3,4
54,3,右側の図書館区画のニュースです！ 多くの住民の希望により図書館の工事が始まりました！,6,,,,11,9,3,4
55,3,左側の運動場区画のニュースです！ バスケットコートと公園が完成しました！男の子が喜んでいます！,7,オリンピックを目指す少年,いっぱい遊ぶぜ！！,char_1.png,15,12,6,8
56,3,奥の学校区画のニュースです！ 街の住民からは学校ができるのが待ち遠しいという声であふれています,8,,,,17,14,7,9
57,3,右側の図書館区画のニュースです！ 図書館の完成まであと少し。ちなみに明治期は「ずしょかん」という呼び名だったらしいですよ,9,,,,19,16,7,10
58,3,手前の住宅エリア区画のニュースです！ 好立地の戸建て住宅のため抽選販売になるそうです。Spin Cityの人気を物語っています,10,,,,22,19,10,11
59,3,右側の図書館区画のニュースです！ 図書館が完成しました！住民たちは大喜びです,11,,,,25,22,12,15
60,3,奥の学校区画のニュースです！ 学校ができあがりました！生徒たちが協力して学校の庭園に草木を植えるらしいですよ,12,,,,28,25,14,19
61,3,手前の住宅エリア区画のニュースです！ 住人が他の街から引っ越してきたようです。早速インタビューしてみましょう,13,とある家庭のお母さん,新しい家は最高ね。ガーデニングもできるし、キッチンも広いし。,char_6.png,32,28,19,21
62,3,奥の学校区画のニュースです！ 立派な学校ができました！緑にあふれる学校で生徒たちも大満足です,14,おかっぱの女の子,学校は楽しいねぇ。宿題さえなければ最高だよ。,char_5.png,36,31,23,26
63,3,右側の図書館区画のニュースです！ 図書館の周りも自然豊かになりました。調べものが大好きな男性も大満足のようです,15,調べものが大好きな男性,本は私にとって人生そのものです,char_2.png,40,34,27,31
